uniq,kingdom,phylum
uniq43654,Eukaryota,Arthropoda
uniq43677,Eukaryota,Mollusca
uniq43663,Eukaryota,Eukaryota
uniq43685,Eukaryota,Eukaryota
uniq43683,Eukaryota,Eukaryota
uniq43708,Eukaryota,Cnidaria
uniq43718,Eukaryota,Eukaryota
uniq43730,Eukaryota,Arthropoda
uniq43736,Eukaryota,Cnidaria
uniq43733,Eukaryota,Eukaryota
uniq43738,Eukaryota,Eukaryota
uniq43765,Eukaryota,Eukaryota
uniq43759,Eukaryota,Arthropoda
uniq43798,Eukaryota,Eukaryota
uniq43790,Eukaryota,Eukaryota
uniq43807,Eukaryota,Eukaryota
uniq43821,Eukaryota,Eukaryota
uniq43827,Eukaryota,Eukaryota
uniq43831,Eukaryota,Arthropoda
uniq43844,Eukaryota,Mollusca
uniq43839,Eukaryota,Arthropoda
uniq43841,Eukaryota,Eukaryota
uniq43854,Eukaryota,Eukaryota
uniq43876,Eukaryota,Mollusca
uniq43888,Eukaryota,Mollusca
uniq43920,Eukaryota,Eukaryota
uniq43988,Eukaryota,Eukaryota
uniq44012,Eukaryota,Mollusca
uniq43924,Eukaryota,Eukaryota
uniq44033,Eukaryota,Eukaryota
uniq44113,Eukaryota,Eukaryota
uniq44077,Eukaryota,Eukaryota
uniq44048,Eukaryota,Eukaryota
uniq44126,Eukaryota,Mollusca
uniq44135,Eukaryota,Eukaryota
uniq44168,Eukaryota,Bacillariophyta
uniq44148,Eukaryota,Arthropoda
uniq44162,Eukaryota,Eukaryota
uniq44200,Eukaryota,Eukaryota
uniq44205,Eukaryota,Eukaryota
uniq44236,Eukaryota,Eukaryota
uniq44222,Eukaryota,Eukaryota
uniq44250,Eukaryota,Eukaryota
uniq44241,Eukaryota,Eukaryota
uniq44259,Eukaryota,Eukaryota
uniq44242,Eukaryota,Eukaryota
uniq44265,Eukaryota,Eukaryota
uniq44281,Eukaryota,Eukaryota
uniq44317,Eukaryota,Eukaryota
uniq44320,Eukaryota,Eukaryota
uniq44336,Eukaryota,Arthropoda
uniq44361,Eukaryota,Eukaryota
uniq44382,Eukaryota,Eukaryota
uniq44360,Eukaryota,Eukaryota
uniq44402,Eukaryota,Eukaryota
uniq44409,Eukaryota,Eukaryota
uniq44425,Eukaryota,Eukaryota
uniq44431,Eukaryota,Arthropoda
uniq44489,Eukaryota,Mollusca
uniq44475,Eukaryota,Haptista
uniq44519,Eukaryota,Chaetognatha
uniq44520,Eukaryota,Eukaryota
uniq44527,Eukaryota,Eukaryota
uniq44532,Eukaryota,Eukaryota
uniq44535,Eukaryota,Echinodermata
uniq44552,Eukaryota,Eukaryota
uniq44536,Eukaryota,Eukaryota
uniq44553,Eukaryota,Eukaryota
uniq44564,Eukaryota,Eukaryota
uniq44610,Eukaryota,Eukaryota
uniq44580,Eukaryota,Arthropoda
uniq44624,Eukaryota,Eukaryota
uniq44638,Eukaryota,Eukaryota
uniq44647,Eukaryota,Eukaryota
uniq44649,Eukaryota,Eukaryota
uniq44686,Eukaryota,Eukaryota
uniq44673,Eukaryota,Eukaryota
uniq44685,Eukaryota,Eukaryota
uniq44709,Eukaryota,Eukaryota
uniq44722,Eukaryota,Eukaryota
uniq44719,Eukaryota,Arthropoda
uniq44738,Eukaryota,Eukaryota
uniq44739,Eukaryota,Eukaryota
uniq44728,Eukaryota,Eukaryota
uniq44741,Eukaryota,Chordata
uniq44754,Eukaryota,Eukaryota
uniq44771,Eukaryota,Eukaryota
uniq44778,Eukaryota,Eukaryota
uniq44790,Eukaryota,Cnidaria
uniq44796,Eukaryota,Eukaryota
uniq44791,Eukaryota,Eukaryota
uniq44821,Eukaryota,Eukaryota
uniq44843,Eukaryota,Cnidaria
uniq44855,Eukaryota,Haptista
uniq44860,Eukaryota,Eukaryota
uniq44885,Eukaryota,Eukaryota
uniq44928,Eukaryota,Eukaryota
uniq44930,Eukaryota,Eukaryota
uniq44938,Eukaryota,Mollusca
uniq44968,Eukaryota,Eukaryota
uniq44973,Eukaryota,Arthropoda
uniq45017,Eukaryota,Eukaryota
uniq45033,Eukaryota,Eukaryota
uniq45030,Eukaryota,Eukaryota
uniq45053,Eukaryota,Mollusca
uniq45063,Eukaryota,Eukaryota
uniq45071,Eukaryota,Eukaryota
uniq45096,Eukaryota,Annelida
uniq45091,Eukaryota,Eukaryota
uniq45098,Eukaryota,Mollusca
uniq45100,Eukaryota,Mollusca
uniq45115,Eukaryota,Eukaryota
uniq45128,Eukaryota,Eukaryota
uniq45131,Eukaryota,Eukaryota
uniq45117,Eukaryota,Eukaryota
uniq45132,Eukaryota,Eukaryota
uniq45163,Eukaryota,Eukaryota
uniq45191,Eukaryota,Chaetognatha
uniq45179,Eukaryota,Mollusca
uniq45134,Eukaryota,Eukaryota
uniq45238,Eukaryota,Chaetognatha
uniq45239,Eukaryota,Eukaryota
uniq45237,Eukaryota,Eukaryota
uniq45255,Eukaryota,Chaetognatha
uniq45270,Eukaryota,Eukaryota
uniq45240,Eukaryota,Arthropoda
uniq45257,Eukaryota,Arthropoda
uniq45279,Eukaryota,Eukaryota
uniq45280,Eukaryota,Echinodermata
uniq45350,Eukaryota,Eukaryota
uniq45351,Eukaryota,Eukaryota
uniq45357,Eukaryota,Arthropoda
uniq45391,Eukaryota,Eukaryota
uniq45376,Eukaryota,Eukaryota
uniq45392,Eukaryota,Mollusca
uniq45398,Eukaryota,Eukaryota
uniq45406,Eukaryota,Eukaryota
uniq45414,Eukaryota,Eukaryota
uniq45408,Eukaryota,Eukaryota
uniq45432,Eukaryota,Eukaryota
uniq45450,Eukaryota,Eukaryota
uniq45442,Eukaryota,Eukaryota
uniq45451,Eukaryota,Eukaryota
uniq45481,Eukaryota,Eukaryota
uniq45471,Eukaryota,Eukaryota
uniq45478,Eukaryota,Eukaryota
uniq45506,Eukaryota,Echinodermata
uniq45538,Eukaryota,Mollusca
uniq45531,Eukaryota,Mollusca
uniq45534,Eukaryota,Eukaryota
uniq45583,Eukaryota,Eukaryota
uniq45558,Eukaryota,Bacillariophyta
uniq45571,Eukaryota,Eukaryota
uniq45593,Eukaryota,Eukaryota
uniq45598,Eukaryota,Arthropoda
uniq45594,Eukaryota,Eukaryota
uniq45635,Eukaryota,Eukaryota
uniq45636,Eukaryota,Eukaryota
uniq45688,Eukaryota,Eukaryota
uniq45687,Eukaryota,Eukaryota
uniq45680,Eukaryota,Eukaryota
uniq45689,Eukaryota,Arthropoda
uniq45697,Eukaryota,Eukaryota
uniq45705,Eukaryota,Eukaryota
uniq45706,Eukaryota,Eukaryota
uniq45723,Eukaryota,Arthropoda
uniq45738,Eukaryota,Eukaryota
uniq45775,Eukaryota,Eukaryota
uniq45766,Eukaryota,Eukaryota
uniq45767,Eukaryota,Eukaryota
uniq45795,Eukaryota,Eukaryota
uniq45849,Eukaryota,Eukaryota
uniq45816,Eukaryota,Mollusca
uniq45899,Eukaryota,Chaetognatha
uniq45915,Eukaryota,Mollusca
uniq45904,Eukaryota,Eukaryota
uniq45929,Eukaryota,Mollusca
uniq45926,Eukaryota,Eukaryota
uniq45953,Eukaryota,Eukaryota
uniq45955,Eukaryota,Eukaryota
uniq45973,Eukaryota,Eukaryota
uniq45990,Eukaryota,Eukaryota
uniq45996,Eukaryota,Eukaryota
uniq46006,Eukaryota,Arthropoda
uniq46011,Eukaryota,Mollusca
uniq46037,Eukaryota,Eukaryota
uniq46023,Eukaryota,Rhodophyta
uniq46067,Eukaryota,Arthropoda
uniq46119,Eukaryota,Eukaryota
uniq46101,Eukaryota,Eukaryota
uniq46094,Eukaryota,Mollusca
uniq46133,Eukaryota,Arthropoda
uniq46142,Eukaryota,Eukaryota
uniq46167,Eukaryota,Mollusca
uniq46151,Eukaryota,Eukaryota
uniq46169,Eukaryota,Eukaryota
uniq46215,Eukaryota,Eukaryota
uniq46223,Eukaryota,Mollusca
uniq46237,Eukaryota,Eukaryota
uniq46246,Eukaryota,Eukaryota
uniq46291,Eukaryota,Eukaryota
uniq46288,Eukaryota,Arthropoda
uniq46297,Eukaryota,Bacillariophyta
uniq46305,Eukaryota,Eukaryota
uniq46321,Eukaryota,Eukaryota
uniq46366,Eukaryota,Eukaryota
uniq46353,Eukaryota,Cnidaria
uniq46335,Eukaryota,Arthropoda
uniq46369,Eukaryota,Arthropoda
uniq46389,Eukaryota,Eukaryota
uniq46383,Eukaryota,Eukaryota
uniq46404,Eukaryota,Eukaryota
uniq46417,Eukaryota,Eukaryota
uniq46440,Eukaryota,Arthropoda
uniq46428,Eukaryota,Eukaryota
uniq46449,Eukaryota,Eukaryota
uniq46462,Eukaryota,Eukaryota
uniq46451,Eukaryota,Eukaryota
uniq46468,Eukaryota,Eukaryota
uniq46489,Eukaryota,Mollusca
uniq46481,Eukaryota,Eukaryota
uniq46478,Eukaryota,Rhodophyta
uniq46504,Eukaryota,Eukaryota
uniq46507,Eukaryota,Eukaryota
uniq46521,Eukaryota,Sipuncula
uniq46571,Eukaryota,Eukaryota
uniq46577,Eukaryota,Eukaryota
uniq46628,Eukaryota,Eukaryota
uniq46609,Eukaryota,Mollusca
uniq46659,Eukaryota,Hemichordata
uniq46643,Eukaryota,Eukaryota
uniq46658,Eukaryota,Arthropoda
uniq46717,Eukaryota,Eukaryota
uniq46705,Eukaryota,Eukaryota
uniq46772,Eukaryota,Eukaryota
uniq46779,Eukaryota,Arthropoda
uniq46771,Eukaryota,Eukaryota
uniq46790,Eukaryota,Eukaryota
uniq46792,Eukaryota,Eukaryota
uniq46797,Eukaryota,Eukaryota
uniq46802,Eukaryota,Mollusca
uniq46821,Eukaryota,Echinodermata
uniq46822,Eukaryota,Eukaryota
uniq46815,Eukaryota,Eukaryota
uniq46846,Eukaryota,Eukaryota
uniq46833,Eukaryota,Eukaryota
uniq46872,Eukaryota,Eukaryota
uniq46881,Eukaryota,Eukaryota
uniq46911,Eukaryota,Echinodermata
uniq46896,Eukaryota,Eukaryota
uniq46900,Eukaryota,Eukaryota
uniq46903,Eukaryota,Eukaryota
uniq46919,Eukaryota,Eukaryota
uniq46956,Eukaryota,Eukaryota
uniq46977,Eukaryota,Eukaryota
uniq46940,Eukaryota,Eukaryota
uniq46978,Eukaryota,Arthropoda
uniq47007,Eukaryota,Eukaryota
uniq47018,Eukaryota,Arthropoda
uniq47027,Eukaryota,Eukaryota
uniq47024,Eukaryota,Eukaryota
uniq47031,Eukaryota,Eukaryota
uniq47032,Eukaryota,Eukaryota
uniq47060,Eukaryota,Eukaryota
uniq47080,Eukaryota,Eukaryota
uniq47106,Eukaryota,Eukaryota
uniq47115,Eukaryota,Porifera
uniq47110,Eukaryota,Eukaryota
uniq47123,Eukaryota,Eukaryota
uniq47120,Eukaryota,Arthropoda
uniq47129,Eukaryota,Eukaryota
uniq47142,Eukaryota,Eukaryota
uniq47187,Eukaryota,Arthropoda
uniq47183,Eukaryota,Arthropoda
uniq47228,Eukaryota,Eukaryota
uniq47188,Eukaryota,Arthropoda
uniq47240,Eukaryota,Eukaryota
uniq47239,Eukaryota,Eukaryota
uniq47250,Eukaryota,Eukaryota
uniq47245,Eukaryota,Arthropoda
uniq47251,Eukaryota,Arthropoda
uniq47279,Eukaryota,Eukaryota
uniq47277,Eukaryota,Mollusca
uniq47285,Eukaryota,Eukaryota
uniq47294,Eukaryota,Eukaryota
uniq47293,Eukaryota,Eukaryota
uniq47346,Eukaryota,Arthropoda
uniq47337,Eukaryota,Eukaryota
uniq47349,Eukaryota,Arthropoda
uniq47325,Eukaryota,Eukaryota
uniq47345,Eukaryota,Eukaryota
uniq47363,Eukaryota,Eukaryota
uniq47353,Eukaryota,Arthropoda
uniq47371,Eukaryota,Bacillariophyta
uniq47390,Eukaryota,Mollusca
uniq47432,Eukaryota,Mollusca
uniq47423,Eukaryota,Eukaryota
uniq47436,Eukaryota,Eukaryota
uniq47440,Eukaryota,Arthropoda
uniq47486,Eukaryota,Bacillariophyta
uniq47514,Eukaryota,Eukaryota
uniq47531,Eukaryota,Arthropoda
uniq47574,Eukaryota,Eukaryota
uniq47611,Eukaryota,Annelida
uniq47589,Eukaryota,Eukaryota
uniq47568,Eukaryota,Eukaryota
uniq47632,Eukaryota,Arthropoda
uniq47623,Eukaryota,Arthropoda
uniq47636,Eukaryota,Eukaryota
uniq47662,Eukaryota,Sipuncula
uniq47644,Eukaryota,Eukaryota
uniq47657,Eukaryota,Eukaryota
uniq47682,Eukaryota,Eukaryota
uniq47712,Eukaryota,Mollusca
uniq47727,Eukaryota,Eukaryota
uniq47760,Eukaryota,Eukaryota
uniq47758,Eukaryota,Eukaryota
uniq47761,Eukaryota,Mollusca
uniq47783,Eukaryota,Arthropoda
uniq47795,Eukaryota,Eukaryota
uniq47794,Eukaryota,Eukaryota
uniq47806,Eukaryota,Eukaryota
uniq47814,Eukaryota,Eukaryota
uniq47820,Eukaryota,Eukaryota
uniq47821,Eukaryota,Eukaryota
uniq47826,Eukaryota,Arthropoda
uniq47849,Eukaryota,Eukaryota
uniq47834,Eukaryota,Mollusca
uniq47854,Eukaryota,Rhodophyta
uniq47881,Eukaryota,Bacillariophyta
uniq47860,Eukaryota,Eukaryota
uniq47886,Eukaryota,Arthropoda
uniq47893,Eukaryota,Eukaryota
uniq47904,Eukaryota,Chaetognatha
uniq47937,Eukaryota,Eukaryota
uniq47977,Eukaryota,Porifera
uniq47987,Eukaryota,Mollusca
uniq48034,Eukaryota,Chaetognatha
uniq48037,Eukaryota,Eukaryota
uniq48030,Eukaryota,Eukaryota
uniq48056,Eukaryota,Eukaryota
uniq48069,Eukaryota,Eukaryota
uniq48070,Eukaryota,Eukaryota
uniq48094,Eukaryota,Echinodermata
uniq48093,Eukaryota,Eukaryota
uniq48107,Eukaryota,Eukaryota
uniq48125,Eukaryota,Eukaryota
uniq48148,Eukaryota,Arthropoda
uniq48166,Eukaryota,Eukaryota
uniq48133,Eukaryota,Eukaryota
uniq48147,Eukaryota,Eukaryota
uniq48171,Eukaryota,Eukaryota
uniq48134,Eukaryota,Eukaryota
uniq48195,Eukaryota,Eukaryota
uniq48216,Eukaryota,Arthropoda
uniq48238,Eukaryota,Eukaryota
uniq48259,Eukaryota,Eukaryota
uniq48240,Eukaryota,Mollusca
uniq48267,Eukaryota,Eukaryota
uniq48287,Eukaryota,Arthropoda
uniq48310,Eukaryota,Eukaryota
uniq48294,Eukaryota,Eukaryota
uniq48333,Eukaryota,Mollusca
uniq48329,Eukaryota,Mollusca
uniq48311,Eukaryota,Eukaryota
uniq48338,Eukaryota,Eukaryota
uniq48391,Eukaryota,Mollusca
uniq48387,Eukaryota,Cnidaria
uniq48399,Eukaryota,Eukaryota
uniq48407,Eukaryota,Chaetognatha
uniq48436,Eukaryota,Eukaryota
uniq48440,Eukaryota,Eukaryota
uniq48439,Eukaryota,Eukaryota
uniq48457,Eukaryota,Arthropoda
uniq48450,Eukaryota,Mollusca
uniq48468,Eukaryota,Eukaryota
uniq48466,Eukaryota,Eukaryota
uniq48495,Eukaryota,Mollusca
uniq48499,Eukaryota,Eukaryota
uniq48505,Eukaryota,Arthropoda
uniq48546,Eukaryota,Chaetognatha
uniq48523,Eukaryota,Arthropoda
uniq48549,Eukaryota,Bacillariophyta
uniq48555,Eukaryota,Eukaryota
uniq48554,Eukaryota,Eukaryota
uniq48556,Eukaryota,Eukaryota
uniq48575,Eukaryota,Eukaryota
uniq48576,Eukaryota,Cnidaria
uniq48587,Eukaryota,Chaetognatha
uniq48607,Eukaryota,Eukaryota
uniq48631,Eukaryota,Eukaryota
uniq48640,Eukaryota,Cnidaria
uniq48665,Eukaryota,Mollusca
uniq48674,Eukaryota,Arthropoda
uniq48681,Eukaryota,Eukaryota
uniq48678,Eukaryota,Eukaryota
uniq48682,Eukaryota,Eukaryota
uniq48716,Eukaryota,Mollusca
uniq48703,Eukaryota,Rhodophyta
uniq48725,Eukaryota,Eukaryota
uniq48736,Eukaryota,Eukaryota
uniq48732,Eukaryota,Eukaryota
uniq48747,Eukaryota,Eukaryota
uniq48756,Eukaryota,Mollusca
uniq48748,Eukaryota,Eukaryota
uniq48784,Eukaryota,Chaetognatha
uniq48768,Eukaryota,Eukaryota
uniq48775,Eukaryota,Eukaryota
uniq48788,Eukaryota,Arthropoda
uniq48795,Eukaryota,Eukaryota
uniq48796,Eukaryota,Eukaryota
uniq48841,Eukaryota,Eukaryota
uniq48820,Eukaryota,Eukaryota
uniq48818,Eukaryota,Eukaryota
uniq48863,Eukaryota,Arthropoda
uniq48855,Eukaryota,Eukaryota
uniq48886,Eukaryota,Eukaryota
uniq48909,Eukaryota,Eukaryota
uniq48899,Eukaryota,Eukaryota
uniq48920,Eukaryota,Eukaryota
uniq48932,Eukaryota,Arthropoda
uniq48964,Eukaryota,Eukaryota
uniq48949,Eukaryota,Eukaryota
uniq48974,Eukaryota,Eukaryota
uniq48942,Eukaryota,Arthropoda
uniq48989,Eukaryota,Eukaryota
uniq48976,Eukaryota,Mollusca
uniq49014,Eukaryota,Eukaryota
uniq49096,Eukaryota,Chlorophyta
uniq49092,Eukaryota,Eukaryota
uniq49097,Eukaryota,Porifera
uniq49080,Eukaryota,Eukaryota
uniq49081,Eukaryota,Eukaryota
uniq49104,Eukaryota,Eukaryota
uniq49115,Eukaryota,Arthropoda
uniq49139,Eukaryota,Mollusca
uniq49123,Eukaryota,Arthropoda
uniq49156,Eukaryota,Eukaryota
uniq49143,Eukaryota,Nemertea
uniq49164,Eukaryota,Eukaryota
uniq49189,Eukaryota,Eukaryota
uniq49193,Eukaryota,Eukaryota
uniq49194,Eukaryota,Arthropoda
uniq49179,Eukaryota,Eukaryota
uniq49196,Eukaryota,Arthropoda
uniq49208,Eukaryota,Arthropoda
uniq49215,Eukaryota,Eukaryota
uniq49249,Eukaryota,Arthropoda
uniq49222,Eukaryota,Eukaryota
uniq49251,Eukaryota,Eukaryota
uniq49282,Eukaryota,Chaetognatha
uniq49260,Eukaryota,Eukaryota
uniq49295,Eukaryota,Mollusca
uniq49299,Eukaryota,Eukaryota
uniq49312,Eukaryota,Eukaryota
uniq49318,Eukaryota,Eukaryota
uniq49341,Eukaryota,Eukaryota
uniq49336,Eukaryota,Eukaryota
uniq49347,Eukaryota,Eukaryota
uniq49369,Eukaryota,Eukaryota
uniq49376,Eukaryota,Eukaryota
uniq49405,Eukaryota,Mollusca
uniq49432,Eukaryota,Chordata
uniq49385,Eukaryota,Eukaryota
uniq49434,Eukaryota,Chaetognatha
uniq49416,Eukaryota,Eukaryota
uniq49435,Eukaryota,Eukaryota
uniq49462,Eukaryota,Mollusca
uniq49492,Eukaryota,Eukaryota
uniq49471,Eukaryota,Arthropoda
uniq49498,Eukaryota,Eukaryota
uniq49521,Eukaryota,Eukaryota
uniq49520,Eukaryota,Eukaryota
uniq49519,Eukaryota,Mollusca
uniq49531,Eukaryota,Mollusca
uniq49564,Eukaryota,Mollusca
uniq49584,Eukaryota,Eukaryota
uniq49575,Eukaryota,Eukaryota
uniq49608,Eukaryota,Eukaryota
uniq49619,Eukaryota,Eukaryota
uniq49625,Eukaryota,Eukaryota
uniq49613,Eukaryota,Eukaryota
uniq49641,Eukaryota,Eukaryota
uniq49670,Eukaryota,Mollusca
uniq49640,Eukaryota,Eukaryota
uniq49659,Eukaryota,Rhodophyta
uniq49676,Eukaryota,Eukaryota
uniq49662,Eukaryota,Porifera
uniq49683,Eukaryota,Bacillariophyta
uniq49718,Eukaryota,Eukaryota
uniq49741,Eukaryota,Eukaryota
uniq49752,Eukaryota,Eukaryota
uniq49736,Eukaryota,Eukaryota
uniq49751,Eukaryota,Eukaryota
uniq49766,Eukaryota,Eukaryota
uniq49795,Eukaryota,Arthropoda
uniq49802,Eukaryota,Eukaryota
uniq49808,Eukaryota,Mollusca
uniq49814,Eukaryota,Eukaryota
uniq49818,Eukaryota,Eukaryota
uniq49820,Eukaryota,Eukaryota
uniq49826,Eukaryota,Porifera
uniq49828,Eukaryota,Eukaryota
uniq49837,Eukaryota,Eukaryota
uniq49841,Eukaryota,Eukaryota
uniq49865,Eukaryota,Eukaryota
uniq49855,Eukaryota,Eukaryota
uniq49859,Eukaryota,Eukaryota
uniq49867,Eukaryota,Eukaryota
uniq49905,Eukaryota,Eukaryota
uniq49877,Eukaryota,Eukaryota
uniq49879,Eukaryota,Eukaryota
uniq49871,Eukaryota,Eukaryota
uniq49910,Eukaryota,Eukaryota
uniq49909,Eukaryota,Eukaryota
uniq49925,Eukaryota,Eukaryota
uniq49917,Eukaryota,Eukaryota
uniq49920,Eukaryota,Nemertea
uniq49940,Eukaryota,Eukaryota
uniq49941,Eukaryota,Eukaryota
uniq49966,Eukaryota,Eukaryota
uniq49978,Eukaryota,Eukaryota
uniq49992,Eukaryota,Eukaryota
uniq49990,Eukaryota,Mollusca
uniq49987,Eukaryota,Eukaryota
uniq50063,Eukaryota,Echinodermata
uniq50049,Eukaryota,Eukaryota
uniq50059,Eukaryota,Eukaryota
uniq50032,Eukaryota,Eukaryota
uniq50064,Eukaryota,Eukaryota
uniq50033,Eukaryota,Eukaryota
uniq50070,Eukaryota,Eukaryota
uniq50087,Eukaryota,Eukaryota
uniq50090,Eukaryota,Eukaryota
uniq50069,Eukaryota,Nemertea
uniq50074,Eukaryota,Eukaryota
uniq50092,Eukaryota,Eukaryota
uniq50088,Eukaryota,Eukaryota
uniq50115,Eukaryota,Eukaryota
uniq50117,Eukaryota,Cnidaria
uniq50132,Eukaryota,Eukaryota
uniq50137,Eukaryota,Echinodermata
uniq50149,Eukaryota,Eukaryota
uniq50154,Eukaryota,Eukaryota
uniq50155,Eukaryota,Eukaryota
uniq50169,Eukaryota,Eukaryota
uniq50168,Eukaryota,Eukaryota
uniq50181,Eukaryota,Eukaryota
uniq50217,Eukaryota,Eukaryota
uniq50261,Eukaryota,Eukaryota
uniq50259,Eukaryota,Eukaryota
uniq50282,Eukaryota,Eukaryota
uniq50281,Eukaryota,Mollusca
uniq50305,Eukaryota,Eukaryota
uniq50280,Eukaryota,Eukaryota
uniq50283,Eukaryota,Eukaryota
uniq50285,Eukaryota,Arthropoda
uniq50327,Eukaryota,Eukaryota
uniq50339,Eukaryota,Eukaryota
uniq50331,Eukaryota,Eukaryota
uniq50333,Eukaryota,Eukaryota
uniq50379,Eukaryota,Mollusca
uniq50375,Eukaryota,Eukaryota
uniq50395,Eukaryota,Eukaryota
uniq50378,Eukaryota,Eukaryota
uniq50371,Eukaryota,Arthropoda
uniq50386,Eukaryota,Eukaryota
uniq50405,Eukaryota,Mollusca
uniq50409,Eukaryota,Eukaryota
uniq50411,Eukaryota,Eukaryota
uniq50420,Eukaryota,Eukaryota
uniq50424,Eukaryota,Eukaryota
uniq50417,Eukaryota,Eukaryota
uniq50416,Eukaryota,Rhodophyta
uniq50423,Eukaryota,Echinodermata
uniq50433,Eukaryota,Mollusca
uniq50447,Eukaryota,Eukaryota
uniq50456,Eukaryota,Eukaryota
uniq50462,Eukaryota,Eukaryota
uniq50485,Eukaryota,Eukaryota
uniq50470,Eukaryota,Eukaryota
uniq50488,Eukaryota,Eukaryota
uniq50471,Eukaryota,Eukaryota
uniq50498,Eukaryota,Eukaryota
uniq50493,Eukaryota,Eukaryota
uniq50519,Eukaryota,Eukaryota
uniq50524,Eukaryota,Eukaryota
uniq50532,Eukaryota,Eukaryota
uniq50565,Eukaryota,Eukaryota
uniq50553,Eukaryota,Eukaryota
uniq50611,Eukaryota,Eukaryota
uniq50626,Eukaryota,Eukaryota
uniq50609,Eukaryota,Arthropoda
uniq50660,Eukaryota,Eukaryota
uniq50675,Eukaryota,Eukaryota
uniq50684,Eukaryota,Eukaryota
uniq50688,Eukaryota,Eukaryota
uniq50699,Eukaryota,Arthropoda
uniq50706,Eukaryota,Eukaryota
uniq50702,Eukaryota,Mollusca
uniq50711,Eukaryota,Eukaryota
uniq50707,Eukaryota,Eukaryota
uniq50705,Eukaryota,Eukaryota
uniq50720,Eukaryota,Eukaryota
uniq50714,Eukaryota,Eukaryota
uniq50733,Eukaryota,Eukaryota
uniq50716,Eukaryota,Eukaryota
uniq50762,Eukaryota,Cnidaria
uniq50811,Eukaryota,Eukaryota
uniq50821,Eukaryota,Eukaryota
uniq50818,Eukaryota,Arthropoda
uniq50838,Eukaryota,Eukaryota
uniq50851,Eukaryota,Eukaryota
uniq50881,Eukaryota,Echinodermata
uniq50872,Eukaryota,Mollusca
uniq50876,Eukaryota,Eukaryota
uniq50886,Eukaryota,Eukaryota
uniq50867,Eukaryota,Eukaryota
uniq50897,Eukaryota,Eukaryota
uniq50929,Eukaryota,Eukaryota
uniq50898,Eukaryota,Eukaryota
uniq50922,Eukaryota,Platyhelminthes
uniq50932,Eukaryota,Eukaryota
uniq50987,Eukaryota,Eukaryota
uniq50989,Eukaryota,Eukaryota
uniq50991,Eukaryota,Eukaryota
uniq50995,Eukaryota,Eukaryota
uniq51000,Eukaryota,Arthropoda
uniq51024,Eukaryota,Eukaryota
uniq51037,Eukaryota,Mollusca
uniq51069,Eukaryota,Eukaryota
uniq51100,Eukaryota,Eukaryota
uniq51101,Eukaryota,Eukaryota
uniq51124,Eukaryota,Eukaryota
uniq51121,Eukaryota,Eukaryota
uniq51152,Eukaryota,Chordata
uniq51144,Eukaryota,Eukaryota
uniq51141,Eukaryota,Arthropoda
uniq51161,Eukaryota,Eukaryota
uniq51163,Eukaryota,Eukaryota
uniq51171,Eukaryota,Eukaryota
uniq51219,Eukaryota,Mollusca
uniq51225,Eukaryota,Eukaryota
uniq51220,Eukaryota,Mollusca
uniq51227,Eukaryota,Eukaryota
uniq51235,Eukaryota,Eukaryota
uniq51259,Eukaryota,Eukaryota
uniq51248,Eukaryota,Eukaryota
uniq51269,Eukaryota,Arthropoda
uniq51272,Eukaryota,Eukaryota
uniq51267,Eukaryota,Arthropoda
uniq51275,Eukaryota,Eukaryota
uniq51302,Eukaryota,Eukaryota
uniq51342,Eukaryota,Eukaryota
uniq51317,Eukaryota,Eukaryota
uniq51299,Eukaryota,Eukaryota
uniq51326,Eukaryota,Eukaryota
uniq51344,Eukaryota,Echinodermata
uniq51362,Eukaryota,Eukaryota
uniq51349,Eukaryota,Eukaryota
uniq51381,Eukaryota,Chordata
uniq51424,Eukaryota,Eukaryota
uniq51425,Eukaryota,Arthropoda
uniq51415,Eukaryota,Eukaryota
uniq51432,Eukaryota,Eukaryota
uniq51441,Eukaryota,Eukaryota
uniq51460,Eukaryota,Eukaryota
uniq51464,Eukaryota,Eukaryota
uniq51470,Eukaryota,Mollusca
uniq51462,Eukaryota,Eukaryota
uniq51498,Eukaryota,Eukaryota
uniq51513,Eukaryota,Mollusca
uniq51520,Eukaryota,Eukaryota
uniq51530,Eukaryota,Eukaryota
uniq51531,Eukaryota,Eukaryota
uniq51534,Eukaryota,Eukaryota
uniq51532,Eukaryota,Eukaryota
uniq51555,Eukaryota,Chaetognatha
uniq51552,Eukaryota,Eukaryota
uniq51576,Eukaryota,Eukaryota
uniq51584,Eukaryota,Eukaryota
uniq51586,Eukaryota,Eukaryota
uniq51591,Eukaryota,Eukaryota
uniq51592,Eukaryota,Chaetognatha
uniq51604,Eukaryota,Eukaryota
uniq51612,Eukaryota,Eukaryota
uniq51618,Eukaryota,Eukaryota
uniq51637,Eukaryota,Eukaryota
uniq51650,Eukaryota,Eukaryota
uniq51652,Eukaryota,Eukaryota
uniq51656,Eukaryota,Eukaryota
uniq51655,Eukaryota,Eukaryota
uniq51671,Eukaryota,Cnidaria
uniq51687,Eukaryota,Mollusca
uniq51717,Eukaryota,Mollusca
uniq51702,Eukaryota,Eukaryota
uniq51718,Eukaryota,Eukaryota
uniq51691,Eukaryota,Eukaryota
uniq51727,Eukaryota,Arthropoda
uniq51730,Eukaryota,Eukaryota
uniq51735,Eukaryota,Eukaryota
uniq51772,Eukaryota,Eukaryota
